dataframe_index,original_url,generated_filename,download_status,error_message
4681,https://api.europeana.eu/thumbnail/v2/url.json?uri=http%3A%2F%2Fbalat.kikirpa.be%2Ftimthumb.php%3Fsrc%3Dhttp%3A%2F%2Fbalat.kikirpa.be%2Fimage%2Fthumbnail%2FA118961.jpg%26q%3D75%26w%3D250&type=IMAGE,image_1890.jpg,Downloaded,
4682,https://api.europeana.eu/thumbnail/v2/url.json?uri=http%3A%2F%2Fbalat.kikirpa.be%2Ftimthumb.php%3Fsrc%3Dhttp%3A%2F%2Fbalat.kikirpa.be%2Fimage%2Fthumbnail%2FM151495.jpg%26q%3D75%26w%3D250&type=IMAGE,image_1891.jpg,Downloaded,
4683,https://api.europeana.eu/thumbnail/v2/url.json?uri=http%3A%2F%2Fbalat.kikirpa.be%2Ftimthumb.php%3Fsrc%3Dhttp%3A%2F%2Fbalat.kikirpa.be%2Fimage%2Fthumbnail%2FM152608.jpg%26q%3D75%26w%3D250&type=IMAGE,image_1892.jpg,Downloaded,
4684,https://api.europeana.eu/thumbnail/v2/url.json?uri=http%3A%2F%2Fbalat.kikirpa.be%2Ftimthumb.php%3Fsrc%3Dhttp%3A%2F%2Fbalat.kikirpa.be%2Fimage%2Fthumbnail%2FM153360.jpg%26q%3D75%26w%3D250&type=IMAGE,image_1893.jpg,Downloaded,
4685,,,Skipped (Invalid URL),Empty or invalid URL found.
4686,,,Skipped (Invalid URL),Empty or invalid URL found.
4687,,,Skipped (Invalid URL),Empty or invalid URL found.
4688,https://api.europeana.eu/thumbnail/v2/url.json?uri=http%3A%2F%2Fbalat.kikirpa.be%2Ftimthumb.php%3Fsrc%3Dhttp%3A%2F%2Fbalat.kikirpa.be%2Fimage%2Fthumbnail%2FM153315.jpg%26q%3D75%26w%3D250&type=IMAGE,image_1894.jpg,Downloaded,
4689,,,Skipped (Invalid URL),Empty or invalid URL found.
4690,,,Skipped (Invalid URL),Empty or invalid URL found.
4691,,,Skipped (Invalid URL),Empty or invalid URL found.
4692,,,Skipped (Invalid URL),Empty or invalid URL found.
4693,,,Skipped (Invalid URL),Empty or invalid URL found.
4694,,,Skipped (Invalid URL),Empty or invalid URL found.
4695,,,Skipped (Invalid URL),Empty or invalid URL found.
4696,,,Skipped (Invalid URL),Empty or invalid URL found.
4697,,,Skipped (Invalid URL),Empty or invalid URL found.
4698,,,Skipped (Invalid URL),Empty or invalid URL found.
4699,,,Skipped (Invalid URL),Empty or invalid URL found.
4700,,,Skipped (Invalid URL),Empty or invalid URL found.
4701,https://api.europeana.eu/thumbnail/v2/url.json?uri=http%3A%2F%2Fbalat.kikirpa.be%2Ftimthumb.php%3Fsrc%3Dhttp%3A%2F%2Fbalat.kikirpa.be%2Fimage%2Fthumbnail%2FM188393.jpg%26q%3D75%26w%3D250&type=IMAGE,image_1895.jpg,Downloaded,
4702,https://api.europeana.eu/thumbnail/v2/url.json?uri=http%3A%2F%2Fbalat.kikirpa.be%2Ftimthumb.php%3Fsrc%3Dhttp%3A%2F%2Fbalat.kikirpa.be%2Fimage%2Fthumbnail%2FM125797.jpg%26q%3D75%26w%3D250&type=IMAGE,image_1896.jpg,Downloaded,
4703,https://api.europeana.eu/thumbnail/v2/url.json?uri=http%3A%2F%2Fbalat.kikirpa.be%2Ftimthumb.php%3Fsrc%3Dhttp%3A%2F%2Fbalat.kikirpa.be%2Fimage%2Fthumbnail%2FB223537.jpg%26q%3D75%26w%3D250&type=IMAGE,image_1897.jpg,Downloaded,
4704,,,Skipped (Invalid URL),Empty or invalid URL found.
4705,,,Skipped (Invalid URL),Empty or invalid URL found.
4706,,,Skipped (Invalid URL),Empty or invalid URL found.
4707,,,Skipped (Invalid URL),Empty or invalid URL found.
4708,,,Skipped (Invalid URL),Empty or invalid URL found.
4709,,,Skipped (Invalid URL),Empty or invalid URL found.
4710,,,Skipped (Invalid URL),Empty or invalid URL found.
4711,,,Skipped (Invalid URL),Empty or invalid URL found.
4712,,,Skipped (Invalid URL),Empty or invalid URL found.
4713,https://api.europeana.eu/thumbnail/v2/url.json?uri=http%3A%2F%2Fbalat.kikirpa.be%2Ftimthumb.php%3Fsrc%3Dhttp%3A%2F%2Fbalat.kikirpa.be%2Fimage%2Fthumbnail%2FB160358.jpg%26q%3D75%26w%3D250&type=IMAGE,image_1898.jpg,Downloaded,
4714,,,Skipped (Invalid URL),Empty or invalid URL found.
4715,,,Skipped (Invalid URL),Empty or invalid URL found.
4716,,,Skipped (Invalid URL),Empty or invalid URL found.
4717,,,Skipped (Invalid URL),Empty or invalid URL found.
4718,,,Skipped (Invalid URL),Empty or invalid URL found.
4719,,,Skipped (Invalid URL),Empty or invalid URL found.
4720,,,Skipped (Invalid URL),Empty or invalid URL found.
4721,,,Skipped (Invalid URL),Empty or invalid URL found.
4722,,,Skipped (Invalid URL),Empty or invalid URL found.
4723,,,Skipped (Invalid URL),Empty or invalid URL found.
4724,,,Skipped (Invalid URL),Empty or invalid URL found.
4725,,,Skipped (Invalid URL),Empty or invalid URL found.
4726,,,Skipped (Invalid URL),Empty or invalid URL found.
4727,,,Skipped (Invalid URL),Empty or invalid URL found.
4728,,,Skipped (Invalid URL),Empty or invalid URL found.
4729,,,Skipped (Invalid URL),Empty or invalid URL found.
4730,,,Skipped (Invalid URL),Empty or invalid URL found.
4731,,,Skipped (Invalid URL),Empty or invalid URL found.
4732,,,Skipped (Invalid URL),Empty or invalid URL found.
4733,,,Skipped (Invalid URL),Empty or invalid URL found.
4734,,,Skipped (Invalid URL),Empty or invalid URL found.
4735,,,Skipped (Invalid URL),Empty or invalid URL found.
4736,,,Skipped (Invalid URL),Empty or invalid URL found.
4737,,,Skipped (Invalid URL),Empty or invalid URL found.
4738,,,Skipped (Invalid URL),Empty or invalid URL found.
4739,,,Skipped (Invalid URL),Empty or invalid URL found.
4740,,,Skipped (Invalid URL),Empty or invalid URL found.
4741,,,Skipped (Invalid URL),Empty or invalid URL found.
4742,,,Skipped (Invalid URL),Empty or invalid URL found.
4743,,,Skipped (Invalid URL),Empty or invalid URL found.
4744,,,Skipped (Invalid URL),Empty or invalid URL found.
4745,,,Skipped (Invalid URL),Empty or invalid URL found.
4746,,,Skipped (Invalid URL),Empty or invalid URL found.
4747,,,Skipped (Invalid URL),Empty or invalid URL found.
4748,,,Skipped (Invalid URL),Empty or invalid URL found.
4749,,,Skipped (Invalid URL),Empty or invalid URL found.
4750,,,Skipped (Invalid URL),Empty or invalid URL found.
4751,,,Skipped (Invalid URL),Empty or invalid URL found.
4752,,,Skipped (Invalid URL),Empty or invalid URL found.
4753,,,Skipped (Invalid URL),Empty or invalid URL found.
4754,,,Skipped (Invalid URL),Empty or invalid URL found.
4755,https://api.europeana.eu/thumbnail/v2/url.json?uri=http%3A%2F%2Fbalat.kikirpa.be%2Ftimthumb.php%3Fsrc%3Dhttp%3A%2F%2Fbalat.kikirpa.be%2Fimage%2Fthumbnail%2FB135879.jpg%26q%3D75%26w%3D250&type=IMAGE,image_1899.jpg,Downloaded,
4756,,,Skipped (Invalid URL),Empty or invalid URL found.
4757,,,Skipped (Invalid URL),Empty or invalid URL found.
4758,,,Skipped (Invalid URL),Empty or invalid URL found.
4759,https://api.europeana.eu/thumbnail/v2/url.json?uri=http%3A%2F%2Fbalat.kikirpa.be%2Ftimthumb.php%3Fsrc%3Dhttp%3A%2F%2Fbalat.kikirpa.be%2Fimage%2Fthumbnail%2FA006028.jpg%26q%3D75%26w%3D250&type=IMAGE,image_1900.jpg,Downloaded,
4760,,,Skipped (Invalid URL),Empty or invalid URL found.
4761,,,Skipped (Invalid URL),Empty or invalid URL found.
4762,,,Skipped (Invalid URL),Empty or invalid URL found.
4763,,,Skipped (Invalid URL),Empty or invalid URL found.
4764,,,Skipped (Invalid URL),Empty or invalid URL found.
4765,,,Skipped (Invalid URL),Empty or invalid URL found.
4766,,,Skipped (Invalid URL),Empty or invalid URL found.
4767,,,Skipped (Invalid URL),Empty or invalid URL found.
4768,,,Skipped (Invalid URL),Empty or invalid URL found.
4769,,,Skipped (Invalid URL),Empty or invalid URL found.
4770,,,Skipped (Invalid URL),Empty or invalid URL found.
4771,,,Skipped (Invalid URL),Empty or invalid URL found.
4772,,,Skipped (Invalid URL),Empty or invalid URL found.
4773,,,Skipped (Invalid URL),Empty or invalid URL found.
4774,,,Skipped (Invalid URL),Empty or invalid URL found.
4775,,,Skipped (Invalid URL),Empty or invalid URL found.
4776,https://api.europeana.eu/thumbnail/v2/url.json?uri=http%3A%2F%2Fbalat.kikirpa.be%2Ftimthumb.php%3Fsrc%3Dhttp%3A%2F%2Fbalat.kikirpa.be%2Fimage%2Fthumbnail%2FA079564.jpg%26q%3D75%26w%3D250&type=IMAGE,image_1901.jpg,Downloaded,
4777,,,Skipped (Invalid URL),Empty or invalid URL found.
4778,,,Skipped (Invalid URL),Empty or invalid URL found.
4779,,,Skipped (Invalid URL),Empty or invalid URL found.
4780,https://api.europeana.eu/thumbnail/v2/url.json?uri=http%3A%2F%2Fbalat.kikirpa.be%2Ftimthumb.php%3Fsrc%3Dhttp%3A%2F%2Fbalat.kikirpa.be%2Fimage%2Fthumbnail%2FA142611.jpg%26q%3D75%26w%3D250&type=IMAGE,image_1902.jpg,Downloaded,
4781,https://api.europeana.eu/thumbnail/v2/url.json?uri=http%3A%2F%2Fbalat.kikirpa.be%2Ftimthumb.php%3Fsrc%3Dhttp%3A%2F%2Fbalat.kikirpa.be%2Fimage%2Fthumbnail%2FB223666.jpg%26q%3D75%26w%3D250&type=IMAGE,image_1903.jpg,Downloaded,
4782,,,Skipped (Invalid URL),Empty or invalid URL found.
4783,https://api.europeana.eu/thumbnail/v2/url.json?uri=https%3A%2F%2Fwww.stadtmuseum.leipzig.de%2FDE-MUS-853418%2Fmedien%2FwmZoom%3DPO000139&type=IMAGE,image_1904.jpg,Downloaded,
4784,,,Skipped (Invalid URL),Empty or invalid URL found.
4785,https://api.europeana.eu/thumbnail/v2/url.json?uri=https%3A%2F%2Fwww.stadtmuseum.leipzig.de%2FDE-MUS-853418%2Fmedien%2FwmZoom%3DPO000147&type=IMAGE,image_1905.jpg,Downloaded,
4786,,,Skipped (Invalid URL),Empty or invalid URL found.
4787,,,Skipped (Invalid URL),Empty or invalid URL found.
4788,,,Skipped (Invalid URL),Empty or invalid URL found.
4789,,,Skipped (Invalid URL),Empty or invalid URL found.
4790,https://api.europeana.eu/thumbnail/v2/url.json?uri=https%3A%2F%2Fwww.stadtmuseum.leipzig.de%2FDE-MUS-853418%2Fmedien%2FwmZoom%3DZ0043819&type=IMAGE,image_1906.jpg,Downloaded,
4791,,,Skipped (Invalid URL),Empty or invalid URL found.
4792,,,Skipped (Invalid URL),Empty or invalid URL found.
4793,,,Skipped (Invalid URL),Empty or invalid URL found.
4794,,,Skipped (Invalid URL),Empty or invalid URL found.
4795,,,Skipped (Invalid URL),Empty or invalid URL found.
4796,,,Skipped (Invalid URL),Empty or invalid URL found.
4797,,,Skipped (Invalid URL),Empty or invalid URL found.
4798,,,Skipped (Invalid URL),Empty or invalid URL found.
4799,,,Skipped (Invalid URL),Empty or invalid URL found.
4800,,,Skipped (Invalid URL),Empty or invalid URL found.
4801,,,Skipped (Invalid URL),Empty or invalid URL found.
4802,,,Skipped (Invalid URL),Empty or invalid URL found.
4803,,,Skipped (Invalid URL),Empty or invalid URL found.
4804,,,Skipped (Invalid URL),Empty or invalid URL found.
4805,,,Skipped (Invalid URL),Empty or invalid URL found.
4806,,,Skipped (Invalid URL),Empty or invalid URL found.
4807,,,Skipped (Invalid URL),Empty or invalid URL found.
4808,https://api.europeana.eu/thumbnail/v2/url.json?uri=http%3A%2F%2Fwww.bildindex.de%2Fbilder%2Fd%2Fgr00142a12&type=IMAGE,image_1907.jpg,Downloaded,
4809,,,Skipped (Invalid URL),Empty or invalid URL found.
4810,,,Skipped (Invalid URL),Empty or invalid URL found.
4811,,,Skipped (Invalid URL),Empty or invalid URL found.
4812,,,Skipped (Invalid URL),Empty or invalid URL found.
4813,https://api.europeana.eu/thumbnail/v2/url.json?uri=http%3A%2F%2Fwww.bildindex.de%2Fbilder%2Fd%2Fmi02116d06&type=IMAGE,image_1908.jpg,Downloaded,
4814,,,Skipped (Invalid URL),Empty or invalid URL found.
4815,https://api.europeana.eu/thumbnail/v2/url.json?uri=http%3A%2F%2Fwww.bildindex.de%2Fbilder%2Fd%2Fmi02330f02&type=IMAGE,image_1909.jpg,Downloaded,
4816,,,Skipped (Invalid URL),Empty or invalid URL found.
4817,,,Skipped (Invalid URL),Empty or invalid URL found.
4818,,,Skipped (Invalid URL),Empty or invalid URL found.
4819,,,Skipped (Invalid URL),Empty or invalid URL found.
4820,https://api.europeana.eu/thumbnail/v2/url.json?uri=http%3A%2F%2Fwww.bildindex.de%2Fbilder%2Fd%2Fmi02332e14&type=IMAGE,image_1910.jpg,Downloaded,
4821,,,Skipped (Invalid URL),Empty or invalid URL found.
4822,,,Skipped (Invalid URL),Empty or invalid URL found.
4823,https://api.europeana.eu/thumbnail/v2/url.json?uri=http%3A%2F%2Fwww.bildindex.de%2Fbilder%2Fd%2Fmi02331d06&type=IMAGE,image_1911.jpg,Downloaded,
4824,,,Skipped (Invalid URL),Empty or invalid URL found.
4825,,,Skipped (Invalid URL),Empty or invalid URL found.
4826,,,Skipped (Invalid URL),Empty or invalid URL found.
4827,,,Skipped (Invalid URL),Empty or invalid URL found.
4828,,,Skipped (Invalid URL),Empty or invalid URL found.
4829,,,Skipped (Invalid URL),Empty or invalid URL found.
4830,,,Skipped (Invalid URL),Empty or invalid URL found.
4831,,,Skipped (Invalid URL),Empty or invalid URL found.
4832,https://api.europeana.eu/thumbnail/v2/url.json?uri=http%3A%2F%2Fwww.bildindex.de%2Fbilder%2Fd%2Fgr00142a09&type=IMAGE,image_1912.jpg,Downloaded,
4833,https://api.europeana.eu/thumbnail/v2/url.json?uri=http%3A%2F%2Fwww.bildindex.de%2Fbilder%2Fd%2Fmi02114e07&type=IMAGE,image_1913.jpg,Downloaded,
4834,https://api.europeana.eu/thumbnail/v2/url.json?uri=http%3A%2F%2Fwww.bildindex.de%2Fbilder%2Fd%2Ffmc417805&type=IMAGE,image_1914.jpg,Downloaded,
4835,https://api.europeana.eu/thumbnail/v2/url.json?uri=http%3A%2F%2Fwww.bildindex.de%2Fbilder%2Fd%2Fgr00142a02&type=IMAGE,image_1915.jpg,Downloaded,
4836,https://api.europeana.eu/thumbnail/v2/url.json?uri=http%3A%2F%2Fwww.bildindex.de%2Fbilder%2Fd%2Fmi02331c01&type=IMAGE,image_1916.jpg,Downloaded,
4837,,,Skipped (Invalid URL),Empty or invalid URL found.
4838,,,Skipped (Invalid URL),Empty or invalid URL found.
4839,https://api.europeana.eu/thumbnail/v2/url.json?uri=http%3A%2F%2Fwww.bildindex.de%2Fbilder%2Fd%2Ffmc415534&type=IMAGE,image_1917.jpg,Downloaded,
4840,https://api.europeana.eu/thumbnail/v2/url.json?uri=http%3A%2F%2Fwww.bildindex.de%2Fbilder%2Fd%2Fmi02116d07&type=IMAGE,image_1918.jpg,Downloaded,
4841,,,Skipped (Invalid URL),Empty or invalid URL found.
4842,,,Skipped (Invalid URL),Empty or invalid URL found.
4843,,,Skipped (Invalid URL),Empty or invalid URL found.
4844,https://api.europeana.eu/thumbnail/v2/url.json?uri=http%3A%2F%2Fwww.bildindex.de%2Fbilder%2Fd%2Fmi02114e12&type=IMAGE,image_1919.jpg,Downloaded,
4845,https://api.europeana.eu/thumbnail/v2/url.json?uri=http%3A%2F%2Fwww.bildindex.de%2Fbilder%2Fd%2Ffmc417805&type=IMAGE,image_1920.jpg,Downloaded,
4846,,,Skipped (Invalid URL),Empty or invalid URL found.
4847,,,Skipped (Invalid URL),Empty or invalid URL found.
4848,,,Skipped (Invalid URL),Empty or invalid URL found.
4849,https://api.europeana.eu/thumbnail/v2/url.json?uri=http%3A%2F%2Fwww.bildindex.de%2Fbilder%2Fd%2Fmi02331b09&type=IMAGE,image_1921.jpg,Downloaded,
4850,,,Skipped (Invalid URL),Empty or invalid URL found.
4851,,,Skipped (Invalid URL),Empty or invalid URL found.
4852,https://api.europeana.eu/thumbnail/v2/url.json?uri=http%3A%2F%2Fwww.bildindex.de%2Fbilder%2Fd%2Fmi04579f14&type=IMAGE,image_1922.jpg,Downloaded,
4853,,,Skipped (Invalid URL),Empty or invalid URL found.
4854,,,Skipped (Invalid URL),Empty or invalid URL found.
4855,,,Skipped (Invalid URL),Empty or invalid URL found.
4856,,,Skipped (Invalid URL),Empty or invalid URL found.
4857,,,Skipped (Invalid URL),Empty or invalid URL found.
4858,,,Skipped (Invalid URL),Empty or invalid URL found.
4859,,,Skipped (Invalid URL),Empty or invalid URL found.
4860,,,Skipped (Invalid URL),Empty or invalid URL found.
4861,,,Skipped (Invalid URL),Empty or invalid URL found.
4862,https://api.europeana.eu/thumbnail/v2/url.json?uri=http%3A%2F%2Fwww.bildindex.de%2Fbilder%2Fd%2Ffmc450367&type=IMAGE,image_1923.jpg,Downloaded,
4863,https://api.europeana.eu/thumbnail/v2/url.json?uri=http%3A%2F%2Fwww.bildindex.de%2Fbilder%2Fd%2Ffmbc30682_16&type=IMAGE,image_1924.jpg,Downloaded,
4864,,,Skipped (Invalid URL),Empty or invalid URL found.
4865,https://api.europeana.eu/thumbnail/v2/url.json?uri=http%3A%2F%2Fwww.bildindex.de%2Fbilder%2Fd%2Fmi04009e14&type=IMAGE,image_1925.jpg,Downloaded,
4866,,,Skipped (Invalid URL),Empty or invalid URL found.
4867,,,Skipped (Invalid URL),Empty or invalid URL found.
4868,https://api.europeana.eu/thumbnail/v2/url.json?uri=http%3A%2F%2Fwww.bildindex.de%2Fbilder%2Fd%2Ffm839760&type=IMAGE,image_1926.jpg,Downloaded,
4869,,,Skipped (Invalid URL),Empty or invalid URL found.
4870,,,Skipped (Invalid URL),Empty or invalid URL found.
4871,,,Skipped (Invalid URL),Empty or invalid URL found.
4872,,,Skipped (Invalid URL),Empty or invalid URL found.
4873,,,Skipped (Invalid URL),Empty or invalid URL found.
4874,,,Skipped (Invalid URL),Empty or invalid URL found.
4875,,,Skipped (Invalid URL),Empty or invalid URL found.
4876,https://api.europeana.eu/thumbnail/v2/url.json?uri=http%3A%2F%2Fwww.bildindex.de%2Fbilder%2Fd%2Ffmc450663&type=IMAGE,image_1927.jpg,Downloaded,
4877,https://api.europeana.eu/thumbnail/v2/url.json?uri=http%3A%2F%2Fwww.bildindex.de%2Fbilder%2Fd%2Ffm1561991&type=IMAGE,image_1928.jpg,Downloaded,
4878,,,Skipped (Invalid URL),Empty or invalid URL found.
4879,,,Skipped (Invalid URL),Empty or invalid URL found.
4880,,,Skipped (Invalid URL),Empty or invalid URL found.
4881,,,Skipped (Invalid URL),Empty or invalid URL found.
4882,,,Skipped (Invalid URL),Empty or invalid URL found.
4883,https://api.europeana.eu/thumbnail/v2/url.json?uri=http%3A%2F%2Fwww.bildindex.de%2Fbilder%2Fd%2Fmi03992f03&type=IMAGE,image_1929.jpg,Downloaded,
4884,,,Skipped (Invalid URL),Empty or invalid URL found.
4885,,,Skipped (Invalid URL),Empty or invalid URL found.
4886,https://api.europeana.eu/thumbnail/v2/url.json?uri=http%3A%2F%2Fwww.bildindex.de%2Fbilder%2Fd%2Ffm812360&type=IMAGE,image_1930.jpg,Downloaded,
4887,,,Skipped (Invalid URL),Empty or invalid URL found.
4888,,,Skipped (Invalid URL),Empty or invalid URL found.
4889,,,Skipped (Invalid URL),Empty or invalid URL found.
4890,https://api.europeana.eu/thumbnail/v2/url.json?uri=http%3A%2F%2Fwww.bildindex.de%2Fbilder%2Fd%2Fmi02330a14&type=IMAGE,image_1931.jpg,Downloaded,
4891,,,Skipped (Invalid URL),Empty or invalid URL found.
4892,,,Skipped (Invalid URL),Empty or invalid URL found.
4893,,,Skipped (Invalid URL),Empty or invalid URL found.
4894,,,Skipped (Invalid URL),Empty or invalid URL found.
4895,https://api.europeana.eu/thumbnail/v2/url.json?uri=http%3A%2F%2Fwww.bildindex.de%2Fbilder%2Fd%2Fmi02331a03&type=IMAGE,image_1932.jpg,Downloaded,
4896,,,Skipped (Invalid URL),Empty or invalid URL found.
4897,,,Skipped (Invalid URL),Empty or invalid URL found.
4898,,,Skipped (Invalid URL),Empty or invalid URL found.
4899,,,Skipped (Invalid URL),Empty or invalid URL found.
4900,,,Skipped (Invalid URL),Empty or invalid URL found.
4901,https://api.europeana.eu/thumbnail/v2/url.json?uri=http%3A%2F%2Fwww.bildindex.de%2Fbilder%2Fd%2Ffm1904014&type=IMAGE,image_1933.jpg,Downloaded,
4902,,,Skipped (Invalid URL),Empty or invalid URL found.
4903,,,Skipped (Invalid URL),Empty or invalid URL found.
4904,https://api.europeana.eu/thumbnail/v2/url.json?uri=http%3A%2F%2Fwww.bildindex.de%2Fbilder%2Fd%2Ffm1904536&type=IMAGE,image_1934.jpg,Downloaded,
4905,,,Skipped (Invalid URL),Empty or invalid URL found.
4906,,,Skipped (Invalid URL),Empty or invalid URL found.
4907,,,Skipped (Invalid URL),Empty or invalid URL found.
4908,,,Skipped (Invalid URL),Empty or invalid URL found.
4909,,,Skipped (Invalid URL),Empty or invalid URL found.
4910,,,Skipped (Invalid URL),Empty or invalid URL found.
4911,,,Skipped (Invalid URL),Empty or invalid URL found.
4912,,,Skipped (Invalid URL),Empty or invalid URL found.
4913,https://api.europeana.eu/thumbnail/v2/url.json?uri=http%3A%2F%2Fwww.bildindex.de%2Fbilder%2Fd%2Fmi02114f10&type=IMAGE,image_1935.jpg,Downloaded,
4914,https://api.europeana.eu/thumbnail/v2/url.json?uri=http%3A%2F%2Fwww.bildindex.de%2Fbilder%2Fd%2Fmi02331c10&type=IMAGE,image_1936.jpg,Downloaded,
4915,,,Skipped (Invalid URL),Empty or invalid URL found.
4916,,,Skipped (Invalid URL),Empty or invalid URL found.
4917,,,Skipped (Invalid URL),Empty or invalid URL found.
4918,,,Skipped (Invalid URL),Empty or invalid URL found.
4919,,,Skipped (Invalid URL),Empty or invalid URL found.
4920,https://api.europeana.eu/thumbnail/v2/url.json?uri=http%3A%2F%2Fwww.bildindex.de%2Fbilder%2Fd%2Ffmlac3078_55&type=IMAGE,image_1937.jpg,Downloaded,
4921,,,Skipped (Invalid URL),Empty or invalid URL found.
4922,,,Skipped (Invalid URL),Empty or invalid URL found.
4923,,,Skipped (Invalid URL),Empty or invalid URL found.
4924,https://api.europeana.eu/thumbnail/v2/url.json?uri=http%3A%2F%2Fwww.bildindex.de%2Fbilder%2Fd%2Fmi03994a05&type=IMAGE,image_1938.jpg,Downloaded,
4925,,,Skipped (Invalid URL),Empty or invalid URL found.
4926,,,Skipped (Invalid URL),Empty or invalid URL found.
4927,https://api.europeana.eu/thumbnail/v2/url.json?uri=http%3A%2F%2Fwww.bildindex.de%2Fbilder%2Fd%2Ffm1903803&type=IMAGE,image_1939.jpg,Downloaded,
4928,,,Skipped (Invalid URL),Empty or invalid URL found.
4929,https://api.europeana.eu/thumbnail/v2/url.json?uri=http%3A%2F%2Fwww.bildindex.de%2Fbilder%2Fd%2Fmi04533d12&type=IMAGE,image_1940.jpg,Downloaded,
4930,,,Skipped (Invalid URL),Empty or invalid URL found.
4931,,,Skipped (Invalid URL),Empty or invalid URL found.
4932,,,Skipped (Invalid URL),Empty or invalid URL found.
4933,,,Skipped (Invalid URL),Empty or invalid URL found.
4934,,,Skipped (Invalid URL),Empty or invalid URL found.
4935,,,Skipped (Invalid URL),Empty or invalid URL found.
4936,https://api.europeana.eu/thumbnail/v2/url.json?uri=http%3A%2F%2Fwww.bildindex.de%2Fbilder%2Fd%2Ffmc426920&type=IMAGE,image_1941.jpg,Downloaded,
4937,,,Skipped (Invalid URL),Empty or invalid URL found.
4938,,,Skipped (Invalid URL),Empty or invalid URL found.
4939,,,Skipped (Invalid URL),Empty or invalid URL found.
4940,,,Skipped (Invalid URL),Empty or invalid URL found.
4941,,,Skipped (Invalid URL),Empty or invalid URL found.
4942,,,Skipped (Invalid URL),Empty or invalid URL found.
4943,,,Skipped (Invalid URL),Empty or invalid URL found.
4944,https://api.europeana.eu/thumbnail/v2/url.json?uri=http%3A%2F%2Fwww.bildindex.de%2Fbilder%2Fd%2Ffmc431341&type=IMAGE,image_1942.jpg,Downloaded,
4945,https://api.europeana.eu/thumbnail/v2/url.json?uri=http%3A%2F%2Fwww.bildindex.de%2Fbilder%2Fd%2Fmi02331a12&type=IMAGE,image_1943.jpg,Downloaded,
4946,,,Skipped (Invalid URL),Empty or invalid URL found.
4947,,,Skipped (Invalid URL),Empty or invalid URL found.
4948,,,Skipped (Invalid URL),Empty or invalid URL found.
4949,,,Skipped (Invalid URL),Empty or invalid URL found.
4950,,,Skipped (Invalid URL),Empty or invalid URL found.
4951,,,Skipped (Invalid URL),Empty or invalid URL found.
4952,,,Skipped (Invalid URL),Empty or invalid URL found.
4953,,,Skipped (Invalid URL),Empty or invalid URL found.
4954,,,Skipped (Invalid URL),Empty or invalid URL found.
4955,https://api.europeana.eu/thumbnail/v2/url.json?uri=http%3A%2F%2Fwww.bildindex.de%2Fbilder%2Fd%2Ffmd464383&type=IMAGE,image_1944.jpg,Downloaded,
4956,,,Skipped (Invalid URL),Empty or invalid URL found.
4957,,,Skipped (Invalid URL),Empty or invalid URL found.
4958,,,Skipped (Invalid URL),Empty or invalid URL found.
4959,,,Skipped (Invalid URL),Empty or invalid URL found.
4960,,,Skipped (Invalid URL),Empty or invalid URL found.
4961,https://api.europeana.eu/thumbnail/v2/url.json?uri=http%3A%2F%2Fwww.bildindex.de%2Fbilder%2Fd%2Fmi02116d04&type=IMAGE,image_1945.jpg,Downloaded,
4962,https://api.europeana.eu/thumbnail/v2/url.json?uri=http%3A%2F%2Fwww.bildindex.de%2Fbilder%2Fd%2Fmi02331g02&type=IMAGE,image_1946.jpg,Downloaded,
4963,,,Skipped (Invalid URL),Empty or invalid URL found.
4964,,,Skipped (Invalid URL),Empty or invalid URL found.
4965,,,Skipped (Invalid URL),Empty or invalid URL found.
4966,,,Skipped (Invalid URL),Empty or invalid URL found.
4967,,,Skipped (Invalid URL),Empty or invalid URL found.
4968,,,Skipped (Invalid URL),Empty or invalid URL found.
4969,https://api.europeana.eu/thumbnail/v2/url.json?uri=http%3A%2F%2Fwww.bildindex.de%2Fbilder%2Fd%2Fmi03992f04&type=IMAGE,image_1947.jpg,Downloaded,
4970,https://api.europeana.eu/thumbnail/v2/url.json?uri=http%3A%2F%2Fwww.bildindex.de%2Fbilder%2Fd%2Ffm1561990&type=IMAGE,image_1948.jpg,Downloaded,
4971,https://api.europeana.eu/thumbnail/v2/url.json?uri=http%3A%2F%2Fwww.bildindex.de%2Fbilder%2Fd%2Fmi09082a12&type=IMAGE,image_1949.jpg,Downloaded,
4972,,,Skipped (Invalid URL),Empty or invalid URL found.
4973,,,Skipped (Invalid URL),Empty or invalid URL found.
4974,https://api.europeana.eu/thumbnail/v2/url.json?uri=http%3A%2F%2Fwww.bildindex.de%2Fbilder%2Fd%2Ffmd464330&type=IMAGE,image_1950.jpg,Downloaded,
4975,https://api.europeana.eu/thumbnail/v2/url.json?uri=http%3A%2F%2Fwww.bildindex.de%2Fbilder%2Fd%2Fmi10534f09&type=IMAGE,image_1951.jpg,Downloaded,
