dataframe_index,original_url,generated_filename,download_status,error_message
4519,https://api.europeana.eu/thumbnail/v2/url.json?uri=http%3A%2F%2Fbalat.kikirpa.be%2Ftimthumb.php%3Fsrc%3Dhttp%3A%2F%2Fbalat.kikirpa.be%2Fimage%2Fthumbnail%2FM272475.jpg%26q%3D75%26w%3D250&type=IMAGE,image_1819.jpg,Downloaded,
4520,https://api.europeana.eu/thumbnail/v2/url.json?uri=http%3A%2F%2Fbalat.kikirpa.be%2Ftimthumb.php%3Fsrc%3Dhttp%3A%2F%2Fbalat.kikirpa.be%2Fimage%2Fthumbnail%2FM273125.jpg%26q%3D75%26w%3D250&type=IMAGE,image_1820.jpg,Downloaded,
4521,https://api.europeana.eu/thumbnail/v2/url.json?uri=http%3A%2F%2Fbalat.kikirpa.be%2Ftimthumb.php%3Fsrc%3Dhttp%3A%2F%2Fbalat.kikirpa.be%2Fimage%2Fthumbnail%2FM273151.jpg%26q%3D75%26w%3D250&type=IMAGE,image_1821.jpg,Downloaded,
4522,,,Skipped (Invalid URL),Empty or invalid URL found.
4523,,,Skipped (Invalid URL),Empty or invalid URL found.
4524,https://api.europeana.eu/thumbnail/v2/url.json?uri=http%3A%2F%2Fbalat.kikirpa.be%2Ftimthumb.php%3Fsrc%3Dhttp%3A%2F%2Fbalat.kikirpa.be%2Fimage%2Fthumbnail%2FX023218.jpg%26q%3D75%26w%3D250&type=IMAGE,image_1822.jpg,Downloaded,
4525,,,Skipped (Invalid URL),Empty or invalid URL found.
4526,,,Skipped (Invalid URL),Empty or invalid URL found.
4527,,,Skipped (Invalid URL),Empty or invalid URL found.
4528,,,Skipped (Invalid URL),Empty or invalid URL found.
4529,,,Skipped (Invalid URL),Empty or invalid URL found.
4530,https://api.europeana.eu/thumbnail/v2/url.json?uri=http%3A%2F%2Fbalat.kikirpa.be%2Ftimthumb.php%3Fsrc%3Dhttp%3A%2F%2Fbalat.kikirpa.be%2Fimage%2Fthumbnail%2FX023220.jpg%26q%3D75%26w%3D250&type=IMAGE,image_1823.jpg,Downloaded,
4531,,,Skipped (Invalid URL),Empty or invalid URL found.
4532,,,Skipped (Invalid URL),Empty or invalid URL found.
4533,,,Skipped (Invalid URL),Empty or invalid URL found.
4534,,,Skipped (Invalid URL),Empty or invalid URL found.
4535,,,Skipped (Invalid URL),Empty or invalid URL found.
4536,,,Skipped (Invalid URL),Empty or invalid URL found.
4537,,,Skipped (Invalid URL),Empty or invalid URL found.
4538,,,Skipped (Invalid URL),Empty or invalid URL found.
4539,https://api.europeana.eu/thumbnail/v2/url.json?uri=http%3A%2F%2Fbalat.kikirpa.be%2Ftimthumb.php%3Fsrc%3Dhttp%3A%2F%2Fbalat.kikirpa.be%2Fimage%2Fthumbnail%2FA045134.jpg%26q%3D75%26w%3D250&type=IMAGE,image_1824.jpg,Downloaded,
4540,https://api.europeana.eu/thumbnail/v2/url.json?uri=http%3A%2F%2Fbalat.kikirpa.be%2Ftimthumb.php%3Fsrc%3Dhttp%3A%2F%2Fbalat.kikirpa.be%2Fimage%2Fthumbnail%2FA045135.jpg%26q%3D75%26w%3D250&type=IMAGE,image_1825.jpg,Downloaded,
4541,https://api.europeana.eu/thumbnail/v2/url.json?uri=http%3A%2F%2Fbalat.kikirpa.be%2Fimage%2Fthumbnail%2FB127572.jpg&type=IMAGE,image_1826.jpg,Downloaded,
4542,,,Skipped (Invalid URL),Empty or invalid URL found.
4543,,,Skipped (Invalid URL),Empty or invalid URL found.
4544,,,Skipped (Invalid URL),Empty or invalid URL found.
4545,,,Skipped (Invalid URL),Empty or invalid URL found.
4546,,,Skipped (Invalid URL),Empty or invalid URL found.
4547,,,Skipped (Invalid URL),Empty or invalid URL found.
4548,,,Skipped (Invalid URL),Empty or invalid URL found.
4549,,,Skipped (Invalid URL),Empty or invalid URL found.
4550,,,Skipped (Invalid URL),Empty or invalid URL found.
4551,https://api.europeana.eu/thumbnail/v2/url.json?uri=http%3A%2F%2Fbalat.kikirpa.be%2Ftimthumb.php%3Fsrc%3Dhttp%3A%2F%2Fbalat.kikirpa.be%2Fimage%2Fthumbnail%2FM205298.jpg%26q%3D75%26w%3D250&type=IMAGE,image_1827.jpg,Downloaded,
4552,,,Skipped (Invalid URL),Empty or invalid URL found.
4553,https://api.europeana.eu/thumbnail/v2/url.json?uri=http%3A%2F%2Fbalat.kikirpa.be%2Ftimthumb.php%3Fsrc%3Dhttp%3A%2F%2Fbalat.kikirpa.be%2Fimage%2Fthumbnail%2FM186920.jpg%26q%3D75%26w%3D250&type=IMAGE,image_1828.jpg,Downloaded,
4554,https://api.europeana.eu/thumbnail/v2/url.json?uri=http%3A%2F%2Fbalat.kikirpa.be%2Ftimthumb.php%3Fsrc%3Dhttp%3A%2F%2Fbalat.kikirpa.be%2Fimage%2Fthumbnail%2FM115355.jpg%26q%3D75%26w%3D250&type=IMAGE,image_1829.jpg,Downloaded,
4555,https://api.europeana.eu/thumbnail/v2/url.json?uri=http%3A%2F%2Fbalat.kikirpa.be%2Ftimthumb.php%3Fsrc%3Dhttp%3A%2F%2Fbalat.kikirpa.be%2Fimage%2Fthumbnail%2FM115356.jpg%26q%3D75%26w%3D250&type=IMAGE,image_1830.jpg,Downloaded,
4556,https://api.europeana.eu/thumbnail/v2/url.json?uri=http%3A%2F%2Fbalat.kikirpa.be%2Ftimthumb.php%3Fsrc%3Dhttp%3A%2F%2Fbalat.kikirpa.be%2Fimage%2Fthumbnail%2FM115363.jpg%26q%3D75%26w%3D250&type=IMAGE,image_1831.jpg,Downloaded,
4557,https://api.europeana.eu/thumbnail/v2/url.json?uri=http%3A%2F%2Fbalat.kikirpa.be%2Ftimthumb.php%3Fsrc%3Dhttp%3A%2F%2Fbalat.kikirpa.be%2Fimage%2Fthumbnail%2FM115369.jpg%26q%3D75%26w%3D250&type=IMAGE,image_1832.jpg,Downloaded,
4558,https://api.europeana.eu/thumbnail/v2/url.json?uri=http%3A%2F%2Fbalat.kikirpa.be%2Ftimthumb.php%3Fsrc%3Dhttp%3A%2F%2Fbalat.kikirpa.be%2Fimage%2Fthumbnail%2FM115370.jpg%26q%3D75%26w%3D250&type=IMAGE,image_1833.jpg,Downloaded,
4559,https://api.europeana.eu/thumbnail/v2/url.json?uri=http%3A%2F%2Fbalat.kikirpa.be%2Ftimthumb.php%3Fsrc%3Dhttp%3A%2F%2Fbalat.kikirpa.be%2Fimage%2Fthumbnail%2FM115383.jpg%26q%3D75%26w%3D250&type=IMAGE,image_1834.jpg,Downloaded,
4560,https://api.europeana.eu/thumbnail/v2/url.json?uri=http%3A%2F%2Fbalat.kikirpa.be%2Ftimthumb.php%3Fsrc%3Dhttp%3A%2F%2Fbalat.kikirpa.be%2Fimage%2Fthumbnail%2FM115397.jpg%26q%3D75%26w%3D250&type=IMAGE,image_1835.jpg,Downloaded,
4561,https://api.europeana.eu/thumbnail/v2/url.json?uri=http%3A%2F%2Fbalat.kikirpa.be%2Ftimthumb.php%3Fsrc%3Dhttp%3A%2F%2Fbalat.kikirpa.be%2Fimage%2Fthumbnail%2FM115410.jpg%26q%3D75%26w%3D250&type=IMAGE,image_1836.jpg,Downloaded,
4562,https://api.europeana.eu/thumbnail/v2/url.json?uri=http%3A%2F%2Fbalat.kikirpa.be%2Ftimthumb.php%3Fsrc%3Dhttp%3A%2F%2Fbalat.kikirpa.be%2Fimage%2Fthumbnail%2FM115455.jpg%26q%3D75%26w%3D250&type=IMAGE,image_1837.jpg,Downloaded,
4563,https://api.europeana.eu/thumbnail/v2/url.json?uri=http%3A%2F%2Fbalat.kikirpa.be%2Ftimthumb.php%3Fsrc%3Dhttp%3A%2F%2Fbalat.kikirpa.be%2Fimage%2Fthumbnail%2FM115459.jpg%26q%3D75%26w%3D250&type=IMAGE,image_1838.jpg,Downloaded,
4564,https://api.europeana.eu/thumbnail/v2/url.json?uri=http%3A%2F%2Fbalat.kikirpa.be%2Ftimthumb.php%3Fsrc%3Dhttp%3A%2F%2Fbalat.kikirpa.be%2Fimage%2Fthumbnail%2FM115460.jpg%26q%3D75%26w%3D250&type=IMAGE,image_1839.jpg,Downloaded,
4565,https://api.europeana.eu/thumbnail/v2/url.json?uri=http%3A%2F%2Fbalat.kikirpa.be%2Ftimthumb.php%3Fsrc%3Dhttp%3A%2F%2Fbalat.kikirpa.be%2Fimage%2Fthumbnail%2FM115463.jpg%26q%3D75%26w%3D250&type=IMAGE,image_1840.jpg,Downloaded,
4566,https://api.europeana.eu/thumbnail/v2/url.json?uri=http%3A%2F%2Fbalat.kikirpa.be%2Ftimthumb.php%3Fsrc%3Dhttp%3A%2F%2Fbalat.kikirpa.be%2Fimage%2Fthumbnail%2FM115464.jpg%26q%3D75%26w%3D250&type=IMAGE,image_1841.jpg,Downloaded,
4567,https://api.europeana.eu/thumbnail/v2/url.json?uri=http%3A%2F%2Fbalat.kikirpa.be%2Ftimthumb.php%3Fsrc%3Dhttp%3A%2F%2Fbalat.kikirpa.be%2Fimage%2Fthumbnail%2FM115515.jpg%26q%3D75%26w%3D250&type=IMAGE,image_1842.jpg,Downloaded,
4568,https://api.europeana.eu/thumbnail/v2/url.json?uri=http%3A%2F%2Fbalat.kikirpa.be%2Ftimthumb.php%3Fsrc%3Dhttp%3A%2F%2Fbalat.kikirpa.be%2Fimage%2Fthumbnail%2FM115516.jpg%26q%3D75%26w%3D250&type=IMAGE,image_1843.jpg,Downloaded,
4569,https://api.europeana.eu/thumbnail/v2/url.json?uri=http%3A%2F%2Fbalat.kikirpa.be%2Ftimthumb.php%3Fsrc%3Dhttp%3A%2F%2Fbalat.kikirpa.be%2Fimage%2Fthumbnail%2FM115517.jpg%26q%3D75%26w%3D250&type=IMAGE,image_1844.jpg,Downloaded,
4570,https://api.europeana.eu/thumbnail/v2/url.json?uri=http%3A%2F%2Fbalat.kikirpa.be%2Ftimthumb.php%3Fsrc%3Dhttp%3A%2F%2Fbalat.kikirpa.be%2Fimage%2Fthumbnail%2FM115518.jpg%26q%3D75%26w%3D250&type=IMAGE,image_1845.jpg,Downloaded,
4571,https://api.europeana.eu/thumbnail/v2/url.json?uri=http%3A%2F%2Fbalat.kikirpa.be%2Ftimthumb.php%3Fsrc%3Dhttp%3A%2F%2Fbalat.kikirpa.be%2Fimage%2Fthumbnail%2FM115520.jpg%26q%3D75%26w%3D250&type=IMAGE,image_1846.jpg,Downloaded,
4572,,,Skipped (Invalid URL),Empty or invalid URL found.
4573,,,Skipped (Invalid URL),Empty or invalid URL found.
4574,,,Skipped (Invalid URL),Empty or invalid URL found.
4575,,,Skipped (Invalid URL),Empty or invalid URL found.
4576,,,Skipped (Invalid URL),Empty or invalid URL found.
4577,,,Skipped (Invalid URL),Empty or invalid URL found.
4578,,,Skipped (Invalid URL),Empty or invalid URL found.
4579,,,Skipped (Invalid URL),Empty or invalid URL found.
4580,,,Skipped (Invalid URL),Empty or invalid URL found.
4581,,,Skipped (Invalid URL),Empty or invalid URL found.
4582,,,Skipped (Invalid URL),Empty or invalid URL found.
4583,,,Skipped (Invalid URL),Empty or invalid URL found.
4584,,,Skipped (Invalid URL),Empty or invalid URL found.
4585,,,Skipped (Invalid URL),Empty or invalid URL found.
4586,,,Skipped (Invalid URL),Empty or invalid URL found.
4587,https://api.europeana.eu/thumbnail/v2/url.json?uri=http%3A%2F%2Fbalat.kikirpa.be%2Ftimthumb.php%3Fsrc%3Dhttp%3A%2F%2Fbalat.kikirpa.be%2Fimage%2Fthumbnail%2FM115521.jpg%26q%3D75%26w%3D250&type=IMAGE,image_1847.jpg,Downloaded,
4588,https://api.europeana.eu/thumbnail/v2/url.json?uri=http%3A%2F%2Fbalat.kikirpa.be%2Ftimthumb.php%3Fsrc%3Dhttp%3A%2F%2Fbalat.kikirpa.be%2Fimage%2Fthumbnail%2FM115542.jpg%26q%3D75%26w%3D250&type=IMAGE,image_1848.jpg,Downloaded,
4589,https://api.europeana.eu/thumbnail/v2/url.json?uri=http%3A%2F%2Fbalat.kikirpa.be%2Ftimthumb.php%3Fsrc%3Dhttp%3A%2F%2Fbalat.kikirpa.be%2Fimage%2Fthumbnail%2FM119456.jpg%26q%3D75%26w%3D250&type=IMAGE,image_1849.jpg,Downloaded,
4590,https://api.europeana.eu/thumbnail/v2/url.json?uri=http%3A%2F%2Fbalat.kikirpa.be%2Ftimthumb.php%3Fsrc%3Dhttp%3A%2F%2Fbalat.kikirpa.be%2Fimage%2Fthumbnail%2FM115378.jpg%26q%3D75%26w%3D250&type=IMAGE,image_1850.jpg,Downloaded,
4591,https://api.europeana.eu/thumbnail/v2/url.json?uri=http%3A%2F%2Fbalat.kikirpa.be%2Ftimthumb.php%3Fsrc%3Dhttp%3A%2F%2Fbalat.kikirpa.be%2Fimage%2Fthumbnail%2FM115385.jpg%26q%3D75%26w%3D250&type=IMAGE,image_1851.jpg,Downloaded,
4592,https://api.europeana.eu/thumbnail/v2/url.json?uri=http%3A%2F%2Fbalat.kikirpa.be%2Ftimthumb.php%3Fsrc%3Dhttp%3A%2F%2Fbalat.kikirpa.be%2Fimage%2Fthumbnail%2FM115458.jpg%26q%3D75%26w%3D250&type=IMAGE,image_1852.jpg,Downloaded,
4593,https://api.europeana.eu/thumbnail/v2/url.json?uri=http%3A%2F%2Fbalat.kikirpa.be%2Ftimthumb.php%3Fsrc%3Dhttp%3A%2F%2Fbalat.kikirpa.be%2Fimage%2Fthumbnail%2FM115465.jpg%26q%3D75%26w%3D250&type=IMAGE,image_1853.jpg,Downloaded,
4594,https://api.europeana.eu/thumbnail/v2/url.json?uri=http%3A%2F%2Fbalat.kikirpa.be%2Ftimthumb.php%3Fsrc%3Dhttp%3A%2F%2Fbalat.kikirpa.be%2Fimage%2Fthumbnail%2FM161395.jpg%26q%3D75%26w%3D250&type=IMAGE,image_1854.jpg,Downloaded,
4595,https://api.europeana.eu/thumbnail/v2/url.json?uri=http%3A%2F%2Fbalat.kikirpa.be%2Ftimthumb.php%3Fsrc%3Dhttp%3A%2F%2Fbalat.kikirpa.be%2Fimage%2Fthumbnail%2FM145404.jpg%26q%3D75%26w%3D250&type=IMAGE,image_1855.jpg,Downloaded,
4596,,,Skipped (Invalid URL),Empty or invalid URL found.
4597,https://api.europeana.eu/thumbnail/v2/url.json?uri=http%3A%2F%2Fbalat.kikirpa.be%2Ftimthumb.php%3Fsrc%3Dhttp%3A%2F%2Fbalat.kikirpa.be%2Fimage%2Fthumbnail%2FM126701.jpg%26q%3D75%26w%3D250&type=IMAGE,image_1856.jpg,Downloaded,
4598,,,Skipped (Invalid URL),Empty or invalid URL found.
4599,,,Skipped (Invalid URL),Empty or invalid URL found.
4600,,,Skipped (Invalid URL),Empty or invalid URL found.
4601,,,Skipped (Invalid URL),Empty or invalid URL found.
4602,,,Skipped (Invalid URL),Empty or invalid URL found.
4603,,,Skipped (Invalid URL),Empty or invalid URL found.
4604,,,Skipped (Invalid URL),Empty or invalid URL found.
4605,,,Skipped (Invalid URL),Empty or invalid URL found.
4606,,,Skipped (Invalid URL),Empty or invalid URL found.
4607,https://api.europeana.eu/thumbnail/v2/url.json?uri=http%3A%2F%2Fbalat.kikirpa.be%2Ftimthumb.php%3Fsrc%3Dhttp%3A%2F%2Fbalat.kikirpa.be%2Fimage%2Fthumbnail%2FM126706.jpg%26q%3D75%26w%3D250&type=IMAGE,image_1857.jpg,Downloaded,
4608,,,Skipped (Invalid URL),Empty or invalid URL found.
4609,https://api.europeana.eu/thumbnail/v2/url.json?uri=http%3A%2F%2Fbalat.kikirpa.be%2Ftimthumb.php%3Fsrc%3Dhttp%3A%2F%2Fbalat.kikirpa.be%2Fimage%2Fthumbnail%2FA131099.jpg%26q%3D75%26w%3D250&type=IMAGE,image_1858.jpg,Downloaded,
4610,https://api.europeana.eu/thumbnail/v2/url.json?uri=http%3A%2F%2Fbalat.kikirpa.be%2Ftimthumb.php%3Fsrc%3Dhttp%3A%2F%2Fbalat.kikirpa.be%2Fimage%2Fthumbnail%2FB213160.jpg%26q%3D75%26w%3D250&type=IMAGE,image_1859.jpg,Downloaded,
4611,,,Skipped (Invalid URL),Empty or invalid URL found.
4612,https://api.europeana.eu/thumbnail/v2/url.json?uri=http%3A%2F%2Fbalat.kikirpa.be%2Ftimthumb.php%3Fsrc%3Dhttp%3A%2F%2Fbalat.kikirpa.be%2Fimage%2Fthumbnail%2FA131090.jpg%26q%3D75%26w%3D250&type=IMAGE,image_1860.jpg,Downloaded,
4613,https://api.europeana.eu/thumbnail/v2/url.json?uri=http%3A%2F%2Fbalat.kikirpa.be%2Ftimthumb.php%3Fsrc%3Dhttp%3A%2F%2Fbalat.kikirpa.be%2Fimage%2Fthumbnail%2FA131094.jpg%26q%3D75%26w%3D250&type=IMAGE,image_1861.jpg,Downloaded,
4614,https://api.europeana.eu/thumbnail/v2/url.json?uri=http%3A%2F%2Fbalat.kikirpa.be%2Ftimthumb.php%3Fsrc%3Dhttp%3A%2F%2Fbalat.kikirpa.be%2Fimage%2Fthumbnail%2FA131133.jpg%26q%3D75%26w%3D250&type=IMAGE,image_1862.jpg,Downloaded,
4615,https://api.europeana.eu/thumbnail/v2/url.json?uri=http%3A%2F%2Fbalat.kikirpa.be%2Ftimthumb.php%3Fsrc%3Dhttp%3A%2F%2Fbalat.kikirpa.be%2Fimage%2Fthumbnail%2FE038239.jpg%26q%3D75%26w%3D250&type=IMAGE,image_1863.jpg,Downloaded,
4616,https://api.europeana.eu/thumbnail/v2/url.json?uri=http%3A%2F%2Fbalat.kikirpa.be%2Ftimthumb.php%3Fsrc%3Dhttp%3A%2F%2Fbalat.kikirpa.be%2Fimage%2Fthumbnail%2FM117777.jpg%26q%3D75%26w%3D250&type=IMAGE,image_1864.jpg,Downloaded,
4617,https://api.europeana.eu/thumbnail/v2/url.json?uri=http%3A%2F%2Fbalat.kikirpa.be%2Ftimthumb.php%3Fsrc%3Dhttp%3A%2F%2Fbalat.kikirpa.be%2Fimage%2Fthumbnail%2FM161148.jpg%26q%3D75%26w%3D250&type=IMAGE,image_1865.jpg,Downloaded,
4618,https://api.europeana.eu/thumbnail/v2/url.json?uri=http%3A%2F%2Fbalat.kikirpa.be%2Ftimthumb.php%3Fsrc%3Dhttp%3A%2F%2Fbalat.kikirpa.be%2Fimage%2Fthumbnail%2FM148761.jpg%26q%3D75%26w%3D250&type=IMAGE,image_1866.jpg,Downloaded,
4619,,,Skipped (Invalid URL),Empty or invalid URL found.
4620,https://api.europeana.eu/thumbnail/v2/url.json?uri=http%3A%2F%2Fbalat.kikirpa.be%2Fimage%2Fthumbnail%2FM148753.jpg&type=IMAGE,image_1867.jpg,Downloaded,
4621,,,Skipped (Invalid URL),Empty or invalid URL found.
4622,,,Skipped (Invalid URL),Empty or invalid URL found.
4623,https://api.europeana.eu/thumbnail/v2/url.json?uri=http%3A%2F%2Fbalat.kikirpa.be%2Fimage%2Fthumbnail%2FM148729.jpg&type=IMAGE,image_1868.jpg,Downloaded,
4624,,,Skipped (Invalid URL),Empty or invalid URL found.
4625,,,Skipped (Invalid URL),Empty or invalid URL found.
4626,,,Skipped (Invalid URL),Empty or invalid URL found.
4627,,,Skipped (Invalid URL),Empty or invalid URL found.
4628,,,Skipped (Invalid URL),Empty or invalid URL found.
4629,,,Skipped (Invalid URL),Empty or invalid URL found.
4630,,,Skipped (Invalid URL),Empty or invalid URL found.
4631,,,Skipped (Invalid URL),Empty or invalid URL found.
4632,,,Skipped (Invalid URL),Empty or invalid URL found.
4633,,,Skipped (Invalid URL),Empty or invalid URL found.
4634,https://api.europeana.eu/thumbnail/v2/url.json?uri=http%3A%2F%2Fbalat.kikirpa.be%2Fimage%2Fthumbnail%2FM148737.jpg&type=IMAGE,image_1869.jpg,Downloaded,
4635,https://api.europeana.eu/thumbnail/v2/url.json?uri=http%3A%2F%2Fbalat.kikirpa.be%2Ftimthumb.php%3Fsrc%3Dhttp%3A%2F%2Fbalat.kikirpa.be%2Fimage%2Fthumbnail%2FM148728.jpg%26q%3D75%26w%3D250&type=IMAGE,image_1870.jpg,Downloaded,
4636,https://api.europeana.eu/thumbnail/v2/url.json?uri=http%3A%2F%2Fbalat.kikirpa.be%2Ftimthumb.php%3Fsrc%3Dhttp%3A%2F%2Fbalat.kikirpa.be%2Fimage%2Fthumbnail%2FM148723.jpg%26q%3D75%26w%3D250&type=IMAGE,image_1871.jpg,Downloaded,
4637,https://api.europeana.eu/thumbnail/v2/url.json?uri=http%3A%2F%2Fbalat.kikirpa.be%2Ftimthumb.php%3Fsrc%3Dhttp%3A%2F%2Fbalat.kikirpa.be%2Fimage%2Fthumbnail%2FB167390.jpg%26q%3D75%26w%3D250&type=IMAGE,image_1872.jpg,Downloaded,
4638,,,Skipped (Invalid URL),Empty or invalid URL found.
4639,,,Skipped (Invalid URL),Empty or invalid URL found.
4640,,,Skipped (Invalid URL),Empty or invalid URL found.
4641,,,Skipped (Invalid URL),Empty or invalid URL found.
4642,,,Skipped (Invalid URL),Empty or invalid URL found.
4643,,,Skipped (Invalid URL),Empty or invalid URL found.
4644,,,Skipped (Invalid URL),Empty or invalid URL found.
4645,,,Skipped (Invalid URL),Empty or invalid URL found.
4646,https://api.europeana.eu/thumbnail/v2/url.json?uri=http%3A%2F%2Fbalat.kikirpa.be%2Ftimthumb.php%3Fsrc%3Dhttp%3A%2F%2Fbalat.kikirpa.be%2Fimage%2Fthumbnail%2FB187656.jpg%26q%3D75%26w%3D250&type=IMAGE,image_1873.jpg,Downloaded,
4647,,,Skipped (Invalid URL),Empty or invalid URL found.
4648,,,Skipped (Invalid URL),Empty or invalid URL found.
4649,,,Skipped (Invalid URL),Empty or invalid URL found.
4650,,,Skipped (Invalid URL),Empty or invalid URL found.
4651,,,Skipped (Invalid URL),Empty or invalid URL found.
4652,,,Skipped (Invalid URL),Empty or invalid URL found.
4653,,,Skipped (Invalid URL),Empty or invalid URL found.
4654,https://api.europeana.eu/thumbnail/v2/url.json?uri=http%3A%2F%2Fbalat.kikirpa.be%2Ftimthumb.php%3Fsrc%3Dhttp%3A%2F%2Fbalat.kikirpa.be%2Fimage%2Fthumbnail%2FA116157.jpg%26q%3D75%26w%3D250&type=IMAGE,image_1874.jpg,Downloaded,
4655,https://api.europeana.eu/thumbnail/v2/url.json?uri=http%3A%2F%2Fbalat.kikirpa.be%2Ftimthumb.php%3Fsrc%3Dhttp%3A%2F%2Fbalat.kikirpa.be%2Fimage%2Fthumbnail%2FB181434.jpg%26q%3D75%26w%3D250&type=IMAGE,image_1875.jpg,Downloaded,
4656,,,Skipped (Invalid URL),Empty or invalid URL found.
4657,,,Skipped (Invalid URL),Empty or invalid URL found.
4658,,,Skipped (Invalid URL),Empty or invalid URL found.
4659,,,Skipped (Invalid URL),Empty or invalid URL found.
4660,,,Skipped (Invalid URL),Empty or invalid URL found.
4661,,,Skipped (Invalid URL),Empty or invalid URL found.
4662,,,Skipped (Invalid URL),Empty or invalid URL found.
4663,https://api.europeana.eu/thumbnail/v2/url.json?uri=http%3A%2F%2Fbalat.kikirpa.be%2Ftimthumb.php%3Fsrc%3Dhttp%3A%2F%2Fbalat.kikirpa.be%2Fimage%2Fthumbnail%2FB181451.jpg%26q%3D75%26w%3D250&type=IMAGE,image_1876.jpg,Downloaded,
4664,https://api.europeana.eu/thumbnail/v2/url.json?uri=http%3A%2F%2Fbalat.kikirpa.be%2Ftimthumb.php%3Fsrc%3Dhttp%3A%2F%2Fbalat.kikirpa.be%2Fimage%2Fthumbnail%2FB181451.jpg%26q%3D75%26w%3D250&type=IMAGE,image_1877.jpg,Downloaded,
4665,,,Skipped (Invalid URL),Empty or invalid URL found.
4666,https://api.europeana.eu/thumbnail/v2/url.json?uri=http%3A%2F%2Fbalat.kikirpa.be%2Ftimthumb.php%3Fsrc%3Dhttp%3A%2F%2Fbalat.kikirpa.be%2Fimage%2Fthumbnail%2FB181450.jpg%26q%3D75%26w%3D250&type=IMAGE,image_1878.jpg,Downloaded,
4667,https://api.europeana.eu/thumbnail/v2/url.json?uri=http%3A%2F%2Fbalat.kikirpa.be%2Ftimthumb.php%3Fsrc%3Dhttp%3A%2F%2Fbalat.kikirpa.be%2Fimage%2Fthumbnail%2FA118927.jpg%26q%3D75%26w%3D250&type=IMAGE,image_1879.jpg,Downloaded,
4668,https://api.europeana.eu/thumbnail/v2/url.json?uri=http%3A%2F%2Fbalat.kikirpa.be%2Ftimthumb.php%3Fsrc%3Dhttp%3A%2F%2Fbalat.kikirpa.be%2Fimage%2Fthumbnail%2FB181358.jpg%26q%3D75%26w%3D250&type=IMAGE,image_1880.jpg,Downloaded,
4669,https://api.europeana.eu/thumbnail/v2/url.json?uri=http%3A%2F%2Fbalat.kikirpa.be%2Ftimthumb.php%3Fsrc%3Dhttp%3A%2F%2Fbalat.kikirpa.be%2Fimage%2Fthumbnail%2FB181360.jpg%26q%3D75%26w%3D250&type=IMAGE,image_1881.jpg,Downloaded,
4670,https://api.europeana.eu/thumbnail/v2/url.json?uri=http%3A%2F%2Fbalat.kikirpa.be%2Ftimthumb.php%3Fsrc%3Dhttp%3A%2F%2Fbalat.kikirpa.be%2Fimage%2Fthumbnail%2FA115630.jpg%26q%3D75%26w%3D250&type=IMAGE,image_1882.jpg,Downloaded,
4671,,,Skipped (Invalid URL),Empty or invalid URL found.
4672,,,Skipped (Invalid URL),Empty or invalid URL found.
4673,,,Skipped (Invalid URL),Empty or invalid URL found.
4674,https://api.europeana.eu/thumbnail/v2/url.json?uri=http%3A%2F%2Fbalat.kikirpa.be%2Ftimthumb.php%3Fsrc%3Dhttp%3A%2F%2Fbalat.kikirpa.be%2Fimage%2Fthumbnail%2FB181446.jpg%26q%3D75%26w%3D250&type=IMAGE,image_1883.jpg,Downloaded,
4675,https://api.europeana.eu/thumbnail/v2/url.json?uri=http%3A%2F%2Fbalat.kikirpa.be%2Ftimthumb.php%3Fsrc%3Dhttp%3A%2F%2Fbalat.kikirpa.be%2Fimage%2Fthumbnail%2FB181446.jpg%26q%3D75%26w%3D250&type=IMAGE,image_1884.jpg,Downloaded,
4676,https://api.europeana.eu/thumbnail/v2/url.json?uri=http%3A%2F%2Fbalat.kikirpa.be%2Ftimthumb.php%3Fsrc%3Dhttp%3A%2F%2Fbalat.kikirpa.be%2Fimage%2Fthumbnail%2FB181466.jpg%26q%3D75%26w%3D250&type=IMAGE,image_1885.jpg,Downloaded,
4677,https://api.europeana.eu/thumbnail/v2/url.json?uri=http%3A%2F%2Fbalat.kikirpa.be%2Ftimthumb.php%3Fsrc%3Dhttp%3A%2F%2Fbalat.kikirpa.be%2Fimage%2Fthumbnail%2FB181375.jpg%26q%3D75%26w%3D250&type=IMAGE,image_1886.jpg,Downloaded,
4678,https://api.europeana.eu/thumbnail/v2/url.json?uri=http%3A%2F%2Fbalat.kikirpa.be%2Ftimthumb.php%3Fsrc%3Dhttp%3A%2F%2Fbalat.kikirpa.be%2Fimage%2Fthumbnail%2FM151492.jpg%26q%3D75%26w%3D250&type=IMAGE,image_1887.jpg,Downloaded,
4679,https://api.europeana.eu/thumbnail/v2/url.json?uri=http%3A%2F%2Fbalat.kikirpa.be%2Ftimthumb.php%3Fsrc%3Dhttp%3A%2F%2Fbalat.kikirpa.be%2Fimage%2Fthumbnail%2FM151239.jpg%26q%3D75%26w%3D250&type=IMAGE,image_1888.jpg,Downloaded,
4680,https://api.europeana.eu/thumbnail/v2/url.json?uri=http%3A%2F%2Fbalat.kikirpa.be%2Ftimthumb.php%3Fsrc%3Dhttp%3A%2F%2Fbalat.kikirpa.be%2Fimage%2Fthumbnail%2FB172820.jpg%26q%3D75%26w%3D250&type=IMAGE,image_1889.jpg,Downloaded,
